objectid,cdmid,title,date,year,index_description,headlines,subject,cdm_pdf_link
arg-1906-04-09,1323,"April 9th, 1906",1906-04-09,1906,"Class of 1906 (pg 1, c5) | Domestic Science department, University of Idaho (pg 4, c1) | English club - University of Idaho (pg 2, c2) | English club - University of Idaho (pg 3, c2) | Fire, University of Idaho (pg 1, c1) | Preparatory school (pg 4, c1) | The Idaho Argonaut (pg 2, c1) | University of Idaho Board of Regents (pg 1, c4) | Watkins Gold Medal for Oratory (pg 1, c3)",,"Class of 1906; Domestic Science department, University of Idaho; English club - University of Idaho; English club - University of Idaho; Fire, University of Idaho; Preparatory school; The Idaho Argonaut; University of Idaho Board of Regents; Watkins Gold Medal for Oratory",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1323/filename/arg-1906-04-09.pdf
arg-1906-04-23,1324,"April 23rd, 1906",1906-04-23,1906,"Assembly programs, U of I (pg 1, c5) | Baseball (pg 1, c3) | Baseball (pg 4, c1) | Cadets, Battalion of (pg 4, c2) | Debate (pg 4, c1) | Electric Railway - City of Moscow (pg 1, c2) | Miner's drilling contest - U of I (pg 3, c2) | Preparatory school (pg 2, c2) | Track - University of Idaho (pg 1, c1) | Y.M.C.A. (pg 1, c5)",,"Assembly programs; Baseball; Cadets, Battalion of; Debate; Electric Railway - City of Moscow; Miner's drilling contest -; Preparatory school; Track; Y.M.C.A.",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1324/filename/arg-1906-04-23.pdf
arg-1906-04-30,1325,"April 30th, 1906",1906-04-30,1906,"Assembly programs, U of I (pg 1, c2) | Baseball (pg 1, c3) | Cadets, Battalion of (pg 1, c1) | Debate (pg 2, c1) | Domestic Science department, University of Idaho (pg 1, c5) | The Idaho Argonaut (pg 4, c1) | Track - University of Idaho (pg 1, c1) | Y.M.C.A. (pg 2, c1) | Y.M.C.A. (pg 4, c2)",,"Assembly programs; Baseball; Cadets, Battalion of; Debate; Domestic Science department, University of Idaho; The Idaho Argonaut; Track; Y.M.C.A.",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1325/filename/arg-1906-04-30.pdf
arg-1906-05-07,1326,"May 7th, 1906",1906-05-07,1906,"ASUI-Financial report (pg 3, c1) | Class of 1906 (pg 2, c1)",,ASUI-Financial report; Class of 1906,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1326/filename/arg-1906-05-07.pdf
arg-1906-05-14,1327,"May 14th, 1906",1906-05-14,1906,"Class of 1908 (pg 1, c3) | Commencement week - schedule (pg 1, c5) | Decoration day (pg 2, c3) | Faculty. Department of Electric Engineering. University of Idaho (pg 1, c1) | Oregon, Washington and Idaho (pg 4, c1) | University of Idaho vs. Washington State College (pg 1, c1) | Varsity team vs. Lewiston Normal (pg 1, c5)",,"Class of 1908; Commencement week - schedule; Decoration day; Sheldon, Sidney Roby; Oratorical contest; Track; Baseball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1327/filename/arg-1906-05-14.pdf
arg-1906-05-21,1328,"May 21st, 1906",1906-05-21,1906,"Class of 1904. Obituary (pg 4, c3) | Debate (pg 2, c2) | Faculty. Department of Military Science. University of Idaho (pg 2, c2) | University of Idaho vs. University of Washington (pg 2, c1) | University of Idaho vs. Washington State College (pg 1, c1)",,"Forney, Cora May; Debate; Steunenber, George; Baseball; Track",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1328/filename/arg-1906-05-21.pdf
arg-1906-05-28,1334,"May 28th, 1906",1906-05-28,1906,"ASUI-Elections (pg 1, c3) | Commencement calendar (pg 4, c3) | Debate - U of I vs. University of Utah (pg 4, c1) | Oregon, Washington and Idaho (pg 1, c4) | Oregon, Washington, Idaho (pg 1, c5) | Y.M.C.A. (pg 2, c3)",,ASUI-Elections; Commencement calendar; Debate - vs. University of Utah; Oratorical contest; Track; Y.M.C.A.,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1334/filename/arg-1906-05-28.pdf
arg-1906-06-04,1345,"June 4th, 1906",1906-06-04,1906,"ASUI-Financial report (pg 4, c2) | Board of regents (pg 2, c3) | Commencement exercises (pg 1, c1) | Debate council - Financial report (pg 4, c1) | Department of Music (pg 2, c2) | Financial report (pg 4, c1) | Oregon, Washington and Idaho (pg 1, c5) | Oregon, Washington, Idaho (pg 1, c3) | Preparatory school commencement (pg 4, c1) | University of Idaho Board of Regents (pg 2, c3)",,"ASUI-Financial report; Hays, Mrs. Sam E.; Commencement exercises; Debate council - Financial report; Department of Music; Baseball; Interstate Oratorical contest; Oratorical contest; Track; Preparatory school commencement; University of Idaho Board of Regents",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1345/filename/arg-1906-06-04.pdf
arg-1906-09-14,11231,"September 14th, 1906",1906-09-14,1906,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11231/filename/arg-1906-09-14.pdf
arg-1906-09-17,1350,"September 17th, 1906",1906-09-17,1906,"ASUI-Officers (pg 3, c2) | Bible study (pg 1, c4) | Board of regents, 1901-07. Photo (pg 2, c1) | Domestic Science department, University of Idaho (pg 3, c5) | Faculty, Head of Horticulture, U of I (pg 3, c4) | Football (pg 1, c1) | Photo (pg 2, c1) | Photo (pg 3, c1) | Photo (pg 3, c2) | Photo (pg 3, c5) | Principal of Preparatory school. Photo (pg 4, c2) | Registration - Procedure (pg 1, c3) | Websterians (pg 1, c3)",,"ASUI-Officers; Y.M.C.A.; Ridenbaugh, Mrs. W.H.; Domestic Science department, University of Idaho; Judson, L.B.; Football; Roach, I.F.; McCallie, Margaret; Myers, W.M.; Baden, W.W.; Reed, Miles E.; Registration - Procedure; Websterians",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1350/filename/arg-1906-09-17.pdf
arg-1906-10-01,1331,"October 1st, 1906",1906-10-01,1906,"Class of 1906 (pg 1, c5) | Class of 1909 (pg 4, c1) | Class of 1910 (pg 4, c1) | Debate (pg 1, c3) | Department of Music (pg 1, c2) | Idaho High Schools (pg 1, c5) | Morril Hall (pg 1, c2) | Preparatory school officers (pg 1, c4) | Professor of Biology. Photo (pg 3, c2) | U of I (pg 3, c3) | Websterians (pg 3, c4)",,"Foster, Carol H.; Class of 1909; Class of 1910; Debate; Department of Music; Debate League; Morril Hall; Preparatory school officers; Aldrich, John Merton; Amphictyon Society; Websterians",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1331/filename/arg-1906-10-01.pdf
arg-1906-10-08,1332,"October 8th, 1906",1906-10-08,1906,"Administration building (1907- (pg 3, c3) | Alumni Office (pg 2, c3) | Photo (pg 3, c1) | Photo (pg 4, c1) | Washington State College (pg 1, c5)",,"Administration building (1907-; Alumni Office; Domestic Science department, University of Idaho; Domestic Science department, University of Idaho; Track - Cross country",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1332/filename/arg-1906-10-08.pdf
arg-1906-10-15,1333,"October 15th, 1906",1906-10-15,1906,"Administration building (1907- (pg 1, c1) | Armory building (pg 1, c2) | Contract-Building progress (pg 1, c1) | Officers (pg 1, c1) | Simpson, C.B. (pg 2, c2) | University of Idaho vs. Spokane Amateur Athletic Club (pg 1, c2) | University of Idaho vs. University of Oregon (pg 4, c1)",,"Administration building (1907-; Armory building; Administration building (1907-; S.A.T.C. (Student Army Training Corp.); Simpson, C.B.; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1333/filename/arg-1906-10-15.pdf
arg-1906-10-22,1335,"October 22nd, 1906",1906-10-22,1906,"Idaho vs. Coeur d'Alene High School (pg 3, c1) | Parade. Photo (pg 3, c2) | Photo (pg 1, c2)",,Football; Football rally; School of Mines,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1335/filename/arg-1906-10-22.pdf
arg-1906-10-30,1336,"October 30th, 1906",1906-10-30,1906,"Chemistry, Department of (pg 4, c2) | Debate - Preparatory School (pg 2, c3) | Debate (pg 2, c2) | Photo (pg 1, c3) | Preparatory team vs. Lewiston High School (pg 1, c4) | University of Idaho vs. University of Oregon (pg 1, c1)",,"Chemistry, Department of; Debate - Preparatory School; Debate; Football team; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1336/filename/arg-1906-10-30.pdf
arg-1906-11-06,1337,"November 6th, 1906",1906-11-06,1906,"Idaho State Federation of Women's clubs (pg 1, c3) | Preparatory team vs. Lewiston State Normal North Idaho College of Education) (pg 1, c5) | Staff (pg 1, c4) | University of Idaho vs. WSC (pg 1, c1)",,Scholarships; Football; Gem of the Mountains; Football,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1337/filename/arg-1906-11-06.pdf
arg-1906-11-13,1338,"November 13th, 1906",1906-11-13,1906,"Class of 1904. Photo (pg 1, c3) | Class of 1905. Photo (pg 2, c2) | Class of 1906. Photo (pg 1, c4) | French, Burton L. (pg 3, c1) | Holman, Guy (pg 4, c1) | Photo (pg 1, c1) | Photo (pg 1, c4) | Ridenbaugh Award (pg 1, c4) | University of Idaho vs. Whitman College (pg 2, c2) | University of Idaho vs. WSC (pg 1, c1)",,"Overman, Reuben W.; Jones, Thomas R.; Price, Victor E.; French, Burton L.; Holman, Guy; Larson, Gus L.; Montandon, Charles A.; Ridenbaugh Award; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1338/filename/arg-1906-11-13.pdf
arg-1906-11-20,1339,"November 20th, 1906",1906-11-20,1906,"University of Idaho - History (pg 3, c2) | University of Idaho vs. Whitman College (pg 1, c1)",,University of Idaho - History; Football,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1339/filename/arg-1906-11-20.pdf
arg-1906-11-27,1340,"November 27th, 1906",1906-11-27,1906,"Debate, inter-society (pg 1, c5) | Idaho Agronomy Association (pg 1, c4) | MacLean, James Alexander (pg 1, c1) | Preparatory team vs. Lewiston State Normal North Idaho College of Education) (pg 1, c3) | University of Idaho - Needs (pg 1, c1)",,"Debate, inter-society; Idaho Agronomy Association; MacLean, James Alexander; Football; University of Idaho - Needs",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1340/filename/arg-1906-11-27.pdf
arg-1906-12-04,1341,"December 4th, 1906",1906-12-04,1906,"Governor of Idaho 1898-1900 (pg 1, c4) | Meeting (pg 1, c4) | University of Idaho vs. University of Washington (pg 1, c1)",,"Hunt, Frank W.; Y.W.C.A. Council; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1341/filename/arg-1906-12-04.pdf
arg-1906-12-11,1342,"December 11th, 1906",1906-12-11,1906,"ASUI-Constitution-Amendments and Revision (pg 1, c3) | Basketball (pg 1, c2) | Debate - U of I vs. Montana State University (pg 2, c2) | Idaho Agronomy Association (pg 1, c1) | Meeting (pg 3, c1)",,ASUI-Constitution-Amendments and Revision; Basketball; Debate - vs. Montana State University; Idaho Agronomy Association; Y.W.C.A. Council,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1342/filename/arg-1906-12-11.pdf
arg-1906-12-21,1343,"December 21st, 1906",1906-12-21,1906,"Alumni Office (pg 26, c0) | Board of Regents, U of I. Photo (pg 29, c0) | Christmas edition (pg 24, c0) | College directory (pg 29, c0) | Dances, ASUI petition to Regents to increase number (pg 25, c0) | Debate - U of I vs. Montana State University (pg 22, c0) | Drawing (pg 1, c0) | Illustration (pg 4, c0) | Junior promenade (pg 29, c0) | Photo (pg 18, c0) | Photo (pg 19, c0) | Photo (pg 22, c0) | Photo of fire (pg 2, c0) | Team. Photo (pg 16, c0) | University of Idaho Board of Regents (pg 29, c0)",,"Alumni Office; Lewis, M.E.; Y.W.C.A.; College directory; Dances, ASUI petition to Regents to increase number; Debate - vs. Montana State University; Administration building (1907-; Morril Hall; Junior promenade; Griffith, John George; Larson, Gus L.; Holman, Guy; Mason, W.H.; Smith, T.E.; Administration building (1892-1906); Football; University of Idaho Board of Regents",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1343/filename/arg-1906-12-21.pdf
arg-1907-01-15,1344,"January 15th, 1907",1907-01-15,1907,"Debate, inter-society (pg 1, c1) | Rhodes (pg 1, c1) | Simpson, C.B. (pg 2, c1) | University of Idaho - Attendance (pg 2, c2) | University of Idaho - Entrance requirements (pg 1, c1) | Varsity team vs. Colfax High School (pg 1, c5)",,"Debate, inter-society; Scholarships -Examination; Simpson, C.B.; University of Idaho - Attendance; Entrance requirements; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1344/filename/arg-1907-01-15.pdf
arg-1907-01-22,1346,"January 22nd, 1907",1907-01-22,1907,"Debate - Freshmen vs. Lewiston State Normal (pg 1, c3) | McChesney, H.D. (pg 4, c2) | University of Idaho - Examination rules (pg 1, c4) | Varsity team vs. Endicott Athletic club (pg 1, c5)",,"Debate - Freshmen vs. Lewiston State Normal; McChesney, H.D.; University of Idaho - Examination rules; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1346/filename/arg-1907-01-22.pdf
arg-1907-02-05,1347,"February 5th, 1907",1907-02-05,1907,"ASUI-Financial report (pg 3, c1) | Class of 1908 (pg 4, c1) | Debate - Idaho, Oregon, Washington (pg 2, c3) | Dewey Memorial prize - Debate (pg 1, c5) | Varsity team vs. Washington State College (pg 1, c4) | Varsity team vs. Whitman College (pg 1, c3) | Vollmer award (pg 1, c1)",,"ASUI-Financial report; Class of 1908; Debate - Idaho, Oregon, Washington; Dewey Memorial prize - Debate; Basketball; Vollmer award",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1347/filename/arg-1907-02-05.pdf
arg-1907-02-12,1348,"February 12th, 1907",1907-02-12,1907,"Cannon - University of Idaho (pg 1, c4) | Class of 1907 (pg 1, c4) | Varsity team vs. Washington State College (pg 2, c2) | Y.W.C.A. (pg 1, c4)",,Cannon - University of Idaho; Class of 1907; Basketball; Y.W.C.A.,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1348/filename/arg-1907-02-12.pdf
arg-1907-02-19,1349,"February 19th, 1907",1907-02-19,1907,"Baseball (pg 1, c4) | Football - Financial report (pg 4, c1) | Freshmen team vs. WSC freshmen (pg 2, c2) | University catalogue (pg 4, c1) | Websterians officers (pg 3, c2)",,Baseball; Football - Financial report; Basketball; University catalogue; Websterians officers,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1349/filename/arg-1907-02-19.pdf
arg-1907-02-26,11232,"February 26th, 1907",1907-02-26,1907,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11232/filename/arg-1907-02-26.pdf
arg-1907-03-05,1354,"March 5th, 1907",1907-03-05,1907,"ASUI-Constitution (pg 1, c1) | Military Ball (pg 3, c2)",,ASUI-Constitution; Military Ball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1354/filename/arg-1907-03-05.pdf
arg-1907-03-12,1365,"March 12th, 1907",1907-03-12,1907,"ASUI-Constitution-Amendments and Revision (pg 1, c2) | Debate - Preparatory vs. Blair Business College (pg 1, c5) | Freshman-Sophomore contest (pg 1, c3) | Freshman-Sophomore contest (pg 4, c1) | Morril Hall (pg 1, c5) | University of Idaho - Appropriations (pg 1, c1) | Y.W.C.A. (pg 4, c2)",,ASUI-Constitution-Amendments and Revision; Debate - Preparatory vs. Blair Business College; Freshman-Sophomore contest; Freshman-Sophomore contest; Morril Hall; University of Idaho - Appropriations; Y.W.C.A.,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1365/filename/arg-1907-03-12.pdf
arg-1907-03-19,1369,"March 19th, 1907",1907-03-19,1907,"Drawing (pg 1, c2) | Freshman glee (pg 1, c4) | Freshman-Sophomore contest (pg 1, c2) | Schedules (pg 2, c2) | The Idaho Argonaut (pg 1, c1) | Y.M.C.A. (pg 3, c2)",,Administration building (1907-; Freshman glee; Freshman-Sophomore contest; Baseball; The Idaho Argonaut; Y.M.C.A.,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1369/filename/arg-1907-03-19.pdf
arg-1907-03-26,1351,"March 26th, 1907",1907-03-26,1907,"Debate - Idaho, Oregon, Washington (pg 1, c1) | Photo (pg 3, c2) | University of Idaho freshmen vs. Washington State College freshmen (pg 1, c5)",,"Debate - Idaho, Oregon, Washington; Morrow, McKeen F.; Track",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1351/filename/arg-1907-03-26.pdf
arg-1907-04-02,1352,"April 2nd, 1907",1907-04-02,1907,"Debate - Idaho, Oregon, Washington (pg 1, c1) | Frazier, J.H. (pg 1, c4) | Jones, R.O. (pg 1, c1) | Mason, W.H. (pg 1, c0) | Mathews, J.D. (pg 1, c1) | Morrow, McKeen F. (pg 1, c4) | Varsity team vs. Lewiston Normal (pg 4, c1)",,"Debate - Idaho, Oregon, Washington; Frazier, J.H.; Jones, R.O.; Mason, W.H.; Mathews, J.D.; Morrow, McKeen F.; Baseball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1352/filename/arg-1907-04-02.pdf
arg-1907-04-16,1353,"April 16th, 1907",1907-04-16,1907,"Cadets, Battalion of (pg 1, c5) | Freshmen vs. Lewiston High School (pg 1, c2) | University of Idaho freshmen vs. Washington State College freshmen (pg 1, c3) | Varsity team vs. Butte Miners (pg 3, c1) | Watkins Gold Medal for Oratory (pg 1, c1)",,"Cadets, Battalion of; Track; Track; Baseball; Watkins Gold Medal for Oratory",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1353/filename/arg-1907-04-16.pdf
arg-1907-04-23,1355,"April 23rd, 1907",1907-04-23,1907,"University of Idaho vs. Lewiston High School (pg 1, c5) | Varsity team vs. Moscow trolley men (pg 4, c1) | Varsity team vs. Rosalia Town League (pg 3, c2)",,Track; Baseball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1355/filename/arg-1907-04-23.pdf
arg-1907-04-30,1356,"April 30th, 1907",1907-04-30,1907,"Varsity team vs. University of Oregon (pg 1, c3)",,Baseball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1356/filename/arg-1907-04-30.pdf
arg-1907-05-07,1357,"May 7th, 1907",1907-05-07,1907,"Debate - Preparatory vs. Grangeville High school (pg 3, c2) | Idaho, Whitman College, WSC (pg 1, c1) | Preparatory fraternity (pg 4, c3)",,Debate - Preparatory vs. Grangeville High school; Track; Beta Kappa Epsilon,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1357/filename/arg-1907-05-07.pdf
arg-1907-05-15,1358,"May 15th, 1907",1907-05-15,1907,"Photo (pg 1, c1) | Photo (pg 1, c2) | University of Idaho (pg 1, c1) | Varsity team vs. Washington State College (pg 1, c5) | Varsity team vs. Whitman College (pg 1, c3)",,"Larson, Gus L.; Edmundson, Clarence (Heck); McChesney, H.D.; Track; Baseball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/1358/filename/arg-1907-05-15.pdf
